ident,type,name,iso_country,iso_region,municipality,iata_code,state_code
H11,seaplane_base,Sunbury Seaplane Base,US,US-PA,Sunbury,,PA
H27,small_airport,Gainesville Memorial Airport,US,US-MO,Gainesville,,MO
H28,small_airport,Whetstone International Airport,US,US-MT,Port of Del Bonita,,MT
H31,heliport,Lost Dutchman Heliport,US,US-AZ,Apache Junction,,AZ
H43,heliport,Haverstraw Heliport,US,US-NY,Haverstraw,,NY
H47,small_airport,Hyampom Airport,US,US-CA,Hyampom,,CA
H49,small_airport,Sackman Field,US,US-IL,Columbia,,IL
H57,small_airport,Bismarck Memorial Airport,US,US-MO,Bismarck,,MO
H63,seaplane_base,Harlan County Lake Seaplane Base,US,US-NE,Alma,,NE
H66,small_airport,Nowata Municipal Airport,US,US-OK,Nowata,,OK
H75,small_airport,"Hernando Village Airpark, Inc Airport",US,US-MS,Hernando,,MS
H77,seaplane_base,Bridge Bay Resort Seaplane Base,US,US-CA,Redding,,CA
H80,small_airport,Field of Dreams Airport,US,US-MI,Hale,,MI
H81,small_airport,River Falls Airport,US,US-TX,Amarillo,,TX
H97,small_airport,Pawnee Municipal Airport,US,US-OK,Pawnee,,OK
HAD,small_airport,Harford Field,US,US-WY,Casper,,WY
HAY,small_airport,Haycock Airport,US,US-AK,Haycock,HAY,AK
HEY,heliport,Hanchey Army (Fort Rucker) Heliport,US,US-AL,Fort Rucker Ozark,HEY,AL
HGT,heliport,Tusi AHP (Hunter Liggett) Heliport,US,US-CA,Fort Hunter Ligget Jolon,HGT,CA
HI01,small_airport,Princeville Airport,US,US-HI,Hanalei,HPV,HI
HI02,closed,Peleau Airport,US,US-HI,Hakalau,,HI
HI03,small_airport,Hanamaulu Airstrip,US,US-HI,Hanamaulu,,HI
HI04,heliport,Hilo Medical Center Heliport,US,US-HI,Hilo,,HI
HI05,small_airport,Honokaa Airstrip,US,US-HI,Honokaa,,HI
HI06,closed,Koele Heliport,US,US-HI,Lanai,,HI
HI07,heliport,Waikoloa Heliport,US,US-HI,Waikoloa Village,WKL,HI
HI09,heliport,Hon Municipal Building Heliport,US,US-HI,Honolulu,,HI
HI12,closed,Kahuku Medical Center Heliport,US,US-HI,Kahuku,,HI
HI13,small_airport,Puu Waa Waa Ranch Airport,US,US-HI,Kailua/Kona,,HI
HI18,heliport,Lucy Henriques Medical Center Heliport,US,US-HI,Kamuela,,HI
HI23,small_airport,Mountain View Airstrip,US,US-HI,Mountain View,,HI
HI24,heliport,Heco-Waiau Heliport,US,US-HI,Honolulu,,HI
HI25,small_airport,Kaalaiki Airstrip,US,US-HI,Naalehu,,HI
HI27,small_airport,Upper Paauilo Airstrip,US,US-HI,Paauilo,,HI
HI28,small_airport,Pahala Airstrip,US,US-HI,Pahala,,HI
HI29,small_airport,Upper Paauau Airport,US,US-HI,Pahala,,HI
HI31,small_airport,Mauna Kea-Honolii Airport,US,US-HI,Papaikou,,HI
HI32,small_airport,Pepeekeo Airstrip,US,US-HI,Pepeekeo,,HI
HI33,small_airport,Haiku Airstrip,US,US-HI,Puhi,,HI
HI38,heliport,The Queen's Medical Center Heliport,US,US-HI,Honolulu,,HI
HI40,heliport,Kuakini Medical Center Heliport,US,US-HI,Honolulu,,HI
HI46,small_airport,Hi 23 Airstrip,US,US-HI,Puhi,,HI
HI49,small_airport,Panda Airport,US,US-HI,Kaunakakai,,HI
HI50,heliport,Hyatt Regency Maui Hotel Heliport,US,US-HI,Lahaina,,HI
HI52,heliport,Rainshed Heliport,US,US-HI,Volcano Village,,HI
HI53,heliport,Kalalau Beach Heliport,US,US-HI,Haena,,HI
HI55,heliport,Moanalua Medical Center Heliport,US,US-HI,Honolulu,,HI
HI56,heliport,Kualoa Ranch Heliport,US,US-HI,Honolulu,,HI
HI57,heliport,Kahuku Fire & Police Station Heliport,US,US-HI,Kahuku,,HI
HI58,heliport,Turtle Bay Resort Heliport,US,US-HI,Kahuku,,HI
HKB,small_airport,Healy Lake Airport,US,US-AK,Healy Lake,HKB,AK
HL2,seaplane_base,Hubbard Landing Seaplane Base,US,US-AL,Stockton,,AL
HNE,small_airport,Tahneta Pass Airport,US,US-AK,Tahneta Pass Lodge,HNE,AK
HOPA,small_airport,Hoppe Airspray,US,US-IA,Beaman,,IA
HWI,seaplane_base,Hawk Inlet Seaplane Base,US,US-AK,Hawk Inlet,,AK
HYL,seaplane_base,Hollis Clark Bay Seaplane Base,US,US-AK,Hollis,HYL,AK
I01,heliport,Empress River Casino Heliport,US,US-IL,Joliet,,IL
I04,seaplane_base,Quad-City Seaplane Base,US,US-IL,Moline,,IL
I08,small_airport,Cabin Creek US Forest Service Airport,US,US-ID,Big Creek Ranger Station,,ID
I19,small_airport,Greene County-Lewis A. Jackson Regional Airport,US,US-OH,Dayton,,OH
I25,small_airport,Welch Municipal Airport,US,US-WV,Welch,,WV
I27,small_airport,Elkader Airport,US,US-IA,Elkader,,IA
I32,closed,Old Morehead-Rowan County Airport,US,US-KY,Morehead,,KY
I38,small_airport,Action Airpark,US,US-IN,Hardenstown,,IN
I41,small_airport,Robert Newlon Field,US,US-WV,Huntington,,WV
I42,small_airport,Paoli Municipal Airport,US,US-IN,Paoli,,IN
I44,small_airport,Dahio Trotwood Airport,US,US-OH,Dayton,,OH
I61,small_airport,Hagerstown Airport,US,US-IN,Hagerstown,,IN
I62,small_airport,Brookville Air-Park Airport,US,US-OH,Brookville,,OH
I72,small_airport,Westfield Airport,US,US-IN,Westfield,,IN
I80,small_airport,Noblesville Airport,US,US-IN,Noblesville,,IN
I83,small_airport,Salem Municipal Airport,US,US-IN,Salem,,IN
I84,small_airport,Crooksville Airport,US,US-OH,Crooksville,,OH
I91,small_airport,Boonville Airport,US,US-IN,Boonville,,IN
I96,small_airport,Columbia-Adair Co. Airport,US,US-KY,Columbia,,KY
I99,small_airport,Alexandria Airport,US,US-IN,Alexandria,,IN
IA00,small_airport,Jukam's Landing Airport,US,US-IA,Menlo,,IA
IA01,small_airport,Ridge Airport,US,US-IA,Oakland,,IA
IA02,small_airport,Hoff Airport,US,US-IA,Bellevue,,IA
IA03,small_airport,Lemons Airport,US,US-IA,Cedar Falls,,IA
IA04,heliport,Winneshiek Medical Center Heliport,US,US-IA,Decorah,,IA
IA05,small_airport,Rathbun Lake Airport,US,US-IA,Centerville,,IA
IA06,small_airport,Sig-Nor Airport,US,US-IA,Sigourney,,IA
IA07,small_airport,Grismore Airport,US,US-IA,Corydon,,IA
IA08,small_airport,Riedesel Private Airport,US,US-IA,Lohrville,,IA
IA09,heliport,Grinnell Regional Medical Center Heliport,US,US-IA,Grinnell,,IA
IA10,heliport,Mercy Health Center Heliport,US,US-IA,Dubuque,,IA
IA11,small_airport,Too Short Airport,US,US-IA,Indianola,,IA
IA12,closed,Lloyd's Field,US,US-IA,Clear Lake,,IA
IA13,heliport,Cherokee Regional Medical Center Heliport,US,US-IA,Cherokee,,IA
IA14,closed,Walters Heliport,US,US-IA,Guttenberg,,IA
IA15,small_airport,Hawk Field,US,US-IA,Hawkeye,,IA
IA16,small_airport,Picayune Airport,US,US-IA,Iowa City,,IA
IA17,small_airport,Bluebird Airport,US,US-IA,Janesville,,IA
IA18,small_airport,Poyner Airport,US,US-IA,Jesup,,IA
IA19,heliport,Lucas County Health Center Heliport,US,US-IA,Chariton,,IA
IA21,small_airport,Schurr Airport,US,US-IA,Leclaire,,IA
IA22,small_airport,Orr-Port Airport,US,US-IA,New London,,IA
IA23,small_airport,Gaa Private Airport,US,US-IA,Guttenberg,,IA
IA24,small_airport,Green Castle Airport,US,US-IA,Oxford,,IA
IA25,small_airport,Bartlett Field,US,US-IA,Solon,,IA
IA26,small_airport,Carter Field,US,US-IA,Stockport,,IA
IA27,small_airport,Antique Airfield,US,US-IA,Blakesburg,,IA
IA28,small_airport,Sherman Airport,US,US-IA,Hiawatha,,IA
IA29,heliport,Allen Memorial Hospital Heliport,US,US-IA,Waterloo,,IA
IA30,small_airport,Kleis Airport,US,US-IA,Zwingle,,IA
IA31,small_airport,Beeds Lake Airport,US,US-IA,Hampton,,IA
IA32,small_airport,Pierson Field,US,US-IA,Oskaloosa,,IA
IA33,small_airport,Dad's Field,US,US-IA,Rockwell,,IA
IA34,heliport,Mahaska County Hospital Heliport,US,US-IA,Oskaloosa,,IA
IA35,small_airport,Ruckl Airport,US,US-IA,Council Bluffs,,IA
IA36,closed,Mercer Field,US,US-IA,Creston,,IA
IA37,heliport,Horn Memorial Hospital Heliport,US,US-IA,Ida Grove,,IA
IA38,closed,De Louis Field,US,US-IA,Des Moines,,IA
IA39,closed,Anamosa Community Hospital Heliport,US,US-IA,Anamosa,,IA
IA40,heliport,Osceola Community Hospital Heliport,US,US-IA,Sibley,,IA
IA41,small_airport,Laverty Field,US,US-IA,Indianola,,IA
IA42,heliport,Sielaff Helo Pad Heliport,US,US-IA,Iowa Falls,,IA
IA43,heliport,Strawberry Point Medical Center Heliport,US,US-IA,Strawberry Point,,IA
IA44,small_airport,Solly's Strip Ultralightport,US,US-IA,Lamoni,,IA
IA45,closed,Willie's Bomber Patch Airport,US,US-IA,Marcus,,IA
IA46,heliport,Wayne County Hospital Heliport,US,US-IA,Corydon,,IA
IA47,small_airport,Day Field,US,US-IA,Grimes,,IA
IA48,small_airport,Kern Field,US,US-IA,Polk City,,IA
IA49,closed,Jirak Airport,US,US-IA,Fort Atkinson,,IA
IA50,small_airport,Sigourney Iowa Airport,US,US-IA,Sigourney,,IA
IA51,closed,De Soto Airport,US,US-IA,De Soto,,IA
IA52,closed,Freedom Field,US,US-IA,Estherville,,IA
IA54,small_airport,Anderson Airport,US,US-IA,Dubuque,,IA
IA55,heliport,Myrtue Memorial Hospital Heliport,US,US-IA,Harlan,,IA
IA56,small_airport,Farrar Airport,US,US-IA,Farrar,,IA
IA57,heliport,Mercy Hospital Heliport,US,US-IA,Oelwein,,IA
IA58,small_airport,B-8 Farms Airport,US,US-IA,Whiting,,IA
IA59,small_airport,Bickel STOLport,US,US-IA,Keokuk,,IA
IA60,closed,Iowa Army Natl Guard Heliport,US,US-IA,Waterloo,,IA
IA61,small_airport,Estle Field,US,US-IA,Fairfield,,IA
IA62,closed,Wheatley Farms Airport,US,US-IA,Elkhorn,,IA
IA63,small_airport,Edgren Airport,US,US-IA,Oskaloosa,,IA
IA64,heliport,Iowa Methodist Medical Center Heliport,US,US-IA,Des Moines,,IA
IA65,small_airport,Donnellson Airport,US,US-IA,Donnellson,,IA
IA66,small_airport,Nash Field Indianola Airport,US,US-IA,Indianola,,IA
IA67,heliport,Cass County Memorial Hospital Heliport,US,US-IA,Atlantic,,IA
IA68,small_airport,Freedom Field,US,US-IA,La Motte,,IA
IA69,small_airport,Sand Field Airport,US,US-IA,Marcus,,IA
IA70,small_airport,Friesenborg & Larson Airport,US,US-IA,Buffalo Center,,IA
IA71,heliport,Indianola Heliport,US,US-IA,Indianola,,IA
IA72,heliport,Mercy Hospital Heliport,US,US-IA,Cedar Rapids,,IA
IA73,heliport,St Lukes Hospital Emergency Heliport,US,US-IA,Cedar Rapids,,IA
IA74,heliport,Trinity Regional Medical Center Heliport,US,US-IA,Fort Dodge,,IA
IA75,heliport,Mays Island Helistop,US,US-IA,Cedar Rapids,,IA
IA76,small_airport,Cobb Farm Airport,US,US-IA,Corydon,,IA
IA77,small_airport,Keitzer Field,US,US-IA,Mediapolis,,IA
IA78,heliport,Virginia Gay Hospital Heliport,US,US-IA,Vinton,,IA
IA79,heliport,Palo Alto County Hospital Heliport,US,US-IA,Emmetsburg,,IA
IA8,small_airport,Dyersville Area Airport,US,US-IA,Dyersville,,IA
IA80,small_airport,Dyersville Area Airport,US,US-IA,Dyersville,,IA
IA81,heliport,Genesis Medical Center West Campus Heliport,US,US-IA,Davenport,,IA
IA82,heliport,Mercy Hospital Medical Center Private Heliport,US,US-IA,Des Moines,,IA
IA83,small_airport,Kohlhaas Airport,US,US-IA,Livermore,,IA
IA84,small_airport,Lawton Airport,US,US-IA,Lawton,,IA
IA85,small_airport,Tuinstra Airfield,US,US-IA,Indianola,,IA
IA86,small_airport,Hedgewood Landing Airport,US,US-IA,Indianola,,IA
IA87,closed,Robel Field,US,US-IA,Grimes,,IA
IA88,heliport,Quiet Valley Heliport,US,US-IA,Mc Causland,,IA
IA89,heliport,Woodward State Hospital Heliport,US,US-IA,Woodward,,IA
IA90,heliport,Humboldt County Memorial Hospital Heliport,US,US-IA,Humboldt,,IA
IA91,heliport,Montgomery County Memorial Heliport,US,US-IA,Red Oak,,IA
IA92,heliport,University of Iowa Hospitals & Clinic No2 Heliport,US,US-IA,Iowa City,,IA
IA93,small_airport,Olsen Airport,US,US-IA,Missouri Valley,,IA
IA94,small_airport,Nesler Field,US,US-IA,Moorland,,IA
IA95,heliport,Hcph Heliport,US,US-IA,Webster City,,IA
IA96,heliport,Baum-Harmon Memorial Hospital Heliport,US,US-IA,Primghar,,IA
IA97,small_airport,Nichols Airport,US,US-IA,La Porte City,,IA
IA98,heliport,Iowa Lutheran Hospital Life Flight Heliport,US,US-IA,Des Moines,,IA
IA99,heliport,Dickinson County Memorial Hospital Heliport,US,US-IA,Spirit Lake,,IA
IBN,small_airport,Devils Mountain Lodge Airport,US,US-AK,Nabesna,,AK
ID00,small_airport,Hubler Field,US,US-ID,Caldwell,,ID
ID01,small_airport,CX Ranch Airport,US,US-ID,Clark Fork,,ID
ID02,heliport,Coeur D'Alene Resort Heliport,US,US-ID,Coeur D'Alene,,ID
ID03,heliport,Kootenai Medical Center Heliport,US,US-ID,Coeur D'Alene,,ID
ID04,small_airport,J-Lazy-M Ranch Airport,US,US-ID,Fish Haven,,ID
ID05,small_airport,Hackney Airpark,US,US-ID,Athol,,ID
ID06,closed,Ranch Aero Airport,US,US-ID,Hayden Lake,,ID
ID07,small_airport,Nichols Ranch Airport,US,US-ID,Post Falls,,ID
ID08,closed,Mc Call Memorial Hospital Heliport,US,US-ID,Mc Call,,ID
ID09,closed,Otterson Ranch Airport,US,US-ID,Post Falls,,ID
ID10,closed,Anderson-Plummer Airport,US,US-ID,Potlatch,,ID
ID11,closed,Wood Brothers Ranch Airport,US,US-ID,Reubens,,ID
ID12,small_airport,Russell W Anderson Strip,US,US-ID,Riverside,,ID
ID13,small_airport,Sky Island Ranch Airport,US,US-ID,St Maries,,ID
ID14,heliport,Benewah Community Hospital Heliport,US,US-ID,St Maries,,ID
ID15,heliport,Wallace Ranger Station Heliport,US,US-ID,Silverton,,ID
ID16,small_airport,Sluder Airstrip,US,US-ID,Bellevue,,ID
ID17,small_airport,Seven Devils Airport,US,US-ID,Council,,ID
ID18,heliport,Eirmc Heliport,US,US-ID,Idaho Falls,,ID
ID19,small_airport,Bird Nr 2 Airport,US,US-ID,Sandpoint,,ID
ID20,heliport,Hubof's Heliport,US,US-ID,Post Falls,,ID
ID21,small_airport,Smith Ranch Airport,US,US-ID,Hauser Lake,,ID
ID22,small_airport,Treeport Airport,US,US-ID,Spirit Lake,,ID
ID23,small_airport,Rock Creek Farm Airport,US,US-ID,Worley,,ID
ID24,small_airport,Timber Basin Airpark Inc Airport,US,US-ID,Sagle,,ID
ID25,small_airport,Olmstead Sky Ranch Airport,US,US-ID,Sandpoint,,ID
ID26,small_airport,P And R Field,US,US-ID,Mayfield,,ID
ID27,small_airport,Hawk Haven Airport,US,US-ID,Coeur d Alene,,ID
ID28,small_airport,Mackay Bar Airport,US,US-ID,Dixie,,ID
ID29,small_airport,Big Island Airport,US,US-ID,Orofino,,ID
ID30,heliport,Everett II Heliport,US,US-ID,Ketchum,,ID
ID31,heliport,Young Heliport,US,US-ID,Eagle,,ID
ID32,small_airport,Tuka STOLport,US,US-ID,Clark Fork,,ID
ID33,small_airport,Stocking Meadows Airport,US,US-ID,Clarkia,,ID
ID34,closed,Granite Airport,US,US-ID,Athol,,ID
ID35,small_airport,High Valley Swanson Airport,US,US-ID,Cascade,,ID
ID36,small_airport,King Mountain Glider Park,US,US-ID,Moore,,ID
ID37,heliport,St Joseph's Regional Medical Center Heliport,US,US-ID,Lewiston,,ID
ID38,heliport,Sutherland Heliport,US,US-ID,Hauser Lake,,ID
ID39,small_airport,Owen Ranches Inc Airport,US,US-ID,Bruneau,,ID
ID40,small_airport,Sunrise Skypark Airport,US,US-ID,Marsing,,ID
ID41,small_airport,Stibnite Airport,US,US-ID,Yellow Pine,,ID
ID42,closed,Shoshone BLM Heliport,US,US-ID,Shoshone,,ID
ID43,small_airport,Carlin Bay Airport,US,US-ID,Coeur D'Alene,,ID
ID44,small_airport,Hidden Lakes Airport,US,US-ID,Cascade,,ID
ID45,heliport,Magic Valley Regional Medical Center Heliport,US,US-ID,Twin Falls,,ID
ID46,heliport,Dworshak Heliport,US,US-ID,Ahsahka,,ID
ID47,heliport,Whelan's Heliport,US,US-ID,Huston,,ID
ID48,small_airport,Western Spur Airport,US,US-ID,Athol,,ID
ID49,heliport,St Luke's Boise Medical Center Heliport,US,US-ID,Boise,,ID
ID50,small_airport,Q.B. One Airport,US,US-ID,Idaho Falls,,ID
ID51,heliport,Welburn Heliport,US,US-ID,Hayden Lake,,ID
ID52,small_airport,Bowman Field,US,US-ID,Chester,,ID
ID53,heliport,Minidoka Memorial Hospital Heliport,US,US-ID,Rupert,,ID
ID54,seaplane_base,Bottle Bay Seaplane Base,US,US-ID,Sandpoint,,ID
ID55,heliport,Valley County Hospital Heliport,US,US-ID,Cascade,,ID
ID56,small_airport,Star 's' Ranch Airport,US,US-ID,Mackay,,ID
ID57,heliport,University of Idaho Heliport,US,US-ID,Moscow,,ID
ID58,heliport,Nampa Valley Heliport,US,US-ID,Boise,,ID
ID59,small_airport,Flying A Ranch Airport,US,US-ID,Lake Fork,,ID
ID60,small_airport,Fountains Airport,US,US-ID,Moscow,,ID
ID61,small_airport,Valenov Ranch Airport,US,US-ID,Priest River,,ID
ID62,small_airport,Simpson Airport,US,US-ID,Grace,,ID
ID63,small_airport,Richards Airport,US,US-ID,Homedale,,ID
ID64,heliport,Portneuf Medical Center Heliport,US,US-ID,Pocatello,,ID
ID65,small_airport,Pisch's Place Airport,US,US-ID,Coeur D'Alene,,ID
ID66,heliport,Clearwater Valley Hospital Heliport,US,US-ID,Orofino,,ID
ID67,small_airport,Lower Loon Creek Airport,US,US-ID,Challis,,ID
ID68,small_airport,Green Acres Airport,US,US-ID,Kuna,,ID
ID69,heliport,Sun Valley Gun Club Heliport,US,US-ID,Sun Valley,,ID
ID70,heliport,Gulch Trust Heliport,US,US-ID,Ketchum/Sun Valley,,ID
ID71,heliport,Big Country Heliport,US,US-ID,Coeur D'Alene,,ID
ID72,small_airport,Huskey Airport,US,US-ID,Irwin,,ID
ID73,heliport,Rockford Bay Heliport,US,US-ID,Coeur D Alene,,ID
ID74,small_airport,Sulphur Creek Ranch Airport,US,US-ID,Cascade,,ID
ID75,small_airport,Riverlake Airport,US,US-ID,Clark Fork,,ID
ID76,small_airport,Wilson Bar US Forest Service Airport,US,US-ID,Dixie,,ID
ID77,small_airport,Cuddy Meadows Airport,US,US-ID,Cambridge,,ID
ID78,small_airport,Cx Ranch Nr 2 Airport,US,US-ID,Clark Fork,,ID
ID79,small_airport,Sky Ranch South Airport,US,US-ID,Nampa,,ID
ID80,heliport,West Valley Hospital Heliport,US,US-ID,Caldwell,,ID
ID82,small_airport,Picabo Airport,US,US-ID,Picabo,,ID
ID83,heliport,Mercy Heliport,US,US-ID,Nampa,,ID
ID84,small_airport,Cptpa Headquarters Airport,US,US-ID,Headquarters,,ID
ID85,small_airport,Elk River Airport,US,US-ID,Elk River,,ID
ID86,small_airport,Deadwood Dam Airstrip,US,US-ID,Cascade,,ID
ID87,small_airport,Rainbow Ranch Airport,US,US-ID,Idaho Falls,,ID
ID88,small_airport,Tracy Ranch Airport,US,US-ID,Hill City,,ID
ID89,heliport,Boise Plaza Heliport,US,US-ID,Boise,,ID
ID90,small_airport,Spencer Ranch Landing Strip,US,US-ID,Keuterville,,ID
ID91,heliport,St Alphonsus Heliport,US,US-ID,Boise,,ID
ID92,small_airport,Snake River Skydiving Airport,US,US-ID,Star,,ID
ID93,small_airport,Reed Ranch Airport,US,US-ID,Yellow Pine,,ID
ID94,small_airport,White Pine Flats Ranch LLC Airport,US,US-ID,Troy,,ID
ID95,small_airport,Loomis Airport,US,US-ID,Horseshoe Bend,,ID
ID96,small_airport,Bear Air Airport,US,US-ID,Donnelly,,ID
ID97,closed,Hangman Creek Ranch Airport,US,US-ID,De Smet,,ID
ID98,heliport,Scanlon Heliport,US,US-ID,Coeur D'Alene,,ID
ID99,heliport,Mvrmc Nr2 Heliport,US,US-ID,Twin Falls,,ID
IG00,heliport,Cameron Hospital Heliport,US,US-IN,Angola,,IN
IG01,heliport,Iwc Heliport,US,US-IN,Indianapolis,,IN
IG02,small_airport,Ratcliff Airport,US,US-IN,Lafayette,,IN
IG03,small_airport,Bluebird Airport,US,US-IN,Paragon,,IN
IG04,small_airport,Litzinger Ultralightport,US,US-IN,Versailles,,IN
IG05,small_airport,Wheeler Airport,US,US-IN,Knox,,IN
IG06,heliport,Wolfelt Heliport,US,US-IN,Lafayette,,IN
IG07,small_airport,Josephs Field,US,US-IN,Moores Hill,,IN
IG22,seaplane_base,Lake Maxinkuckee Seaplane Base,US,US-IN,Culver,,IN
II00,heliport,Dammon Heliport,US,US-IN,Battle Ground,,IN
II01,small_airport,Grandlienard-Hogg Airport,US,US-IN,Bluffton,,IN
II02,small_airport,Kline Field,US,US-IN,Butler,,IN
II03,small_airport,Buell Airport,US,US-IN,Milan,,IN
II04,small_airport,North West Indiana Air Airport,US,US-IN,Brook,,IN
II05,closed,Woodcock Airport,US,US-IN,Akron,,IN
II06,small_airport,Ferrell Airport,US,US-IN,Cadiz,,IN
II07,small_airport,Clover Knoll Airport,US,US-IN,Cloverdale,,IN
II08,small_airport,Rheude Airport,US,US-IN,Earl Park,,IN
II09,small_airport,Patrum Field,US,US-IN,Eminence,,IN
II10,closed,Rockey's Air Strip,US,US-IN,Galveston,,IN
II11,small_airport,Pelz Port Airport,US,US-IN,Grabill,,IN
II12,small_airport,Dague Strip,US,US-IN,Grass Creek,,IN
II13,small_airport,Sugar Creek Air Park,US,US-IN,Markleville,,IN
II14,small_airport,Beck Private Airport,US,US-IN,Huntington,,IN
II15,small_airport,Friedrich Airport,US,US-IN,Kewanna,,IN
II16,small_airport,Pigeon Airport,US,US-IN,Angola,,IN
II17,closed,Bickel's Cow Patch Airport,US,US-IN,Knox,,IN
II18,small_airport,Lou Abbett Farms Airport,US,US-IN,La Crosse,,IN
II19,small_airport,Etter Airport,US,US-IN,Lafayette,,IN
II20,small_airport,Mossburg Airport,US,US-IN,Liberty Center,,IN
II21,small_airport,Zollinger Strip,US,US-IN,Ligonier,,IN
II22,small_airport,Antonian Airport,US,US-IN,Medaryville,,IN
II23,heliport,HSHS Good Shepherd Hospital Heliport,US,US-IL,Shelbyville,,IL
II25,small_airport,Timber Trails Airport,US,US-IN,Spencer,,IN
II26,small_airport,Ashby Airport,US,US-IN,Remington,,IN
II27,small_airport,Ward Airport,US,US-IN,Arcadia,,IN
II28,small_airport,Stettler Strip,US,US-IN,Leo,,IN
II29,small_airport,Owens Field,US,US-IN,Greencastle,,IN
II30,small_airport,Ridgway Flying Service Airport,US,US-IN,Carlisle,,IN
II31,small_airport,Jurassic Landings Ultralightport,US,US-IL,Essex,,IL
II32,small_airport,Raceway Airport,US,US-IN,Chandler,,IN
II33,small_airport,Eickholtz Airport,US,US-IN,Charleston,,IN
II34,closed,Booe Airport,US,US-IN,Clay City,,IN
II35,small_airport,Lindley Private Airport,US,US-IN,Danville,,IN
II36,small_airport,Mc Neil Field,US,US-IN,Fountaintown,,IN
II37,small_airport,Arthur Airport,US,US-IN,Greenfield,,IN
II38,small_airport,Sherk Field,US,US-IN,Lapaz,,IN
II39,small_airport,Hollingsworth Airport,US,US-IN,Francisco,,IN
II40,small_airport,Hopkins Farms Airport,US,US-IN,Francisco,,IN
II41,heliport,Clinton Power Station Heliport,US,US-IL,Clinton,,IL
II42,small_airport,Creekside Farm Airport,US,US-IN,Noblesville,,IN
II43,small_airport,C. V. Airport,US,US-IN,Granger,,IN
II44,heliport,Starke Memorial Hospital Heliport,US,US-IN,Knox,,IN
II45,small_airport,Renshaw Airport,US,US-IN,Hatfield,,IN
II46,closed,Carlson Farms Heliport,US,US-IN,Hebron,,IN
II47,heliport,St Joseph's Hospital Heliport,US,US-IN,Huntingburg,,IN
II48,heliport,Channel 13 Heliport,US,US-IN,Indianapolis,,IN
II49,small_airport,Foertsch Airport,US,US-IN,Lamar,,IN
II50,small_airport,Jack Oak Airport,US,US-IN,Lewisville,,IN
II51,small_airport,Hull Airport,US,US-IN,Ligonier,,IN
II52,small_airport,Haffner Airport,US,US-IN,Lizton,,IN
II53,small_airport,Burke's Airport,US,US-IN,Madison,,IN
II54,small_airport,Giltner Airport,US,US-IN,Madison,,IN
II55,small_airport,Hodges Airport,US,US-IN,Martinsville,,IN
II56,heliport,Regional Haelth System Heliport,US,US-IN,Kokomo,,IN
II57,heliport,Nipsco Southlake Complex Heliport,US,US-IN,Merrillville,,IN
II59,small_airport,Strip Airport,US,US-IN,Newport,,IN
II61,heliport,Fayette Memorial Hospital Heliport,US,US-IN,Connersville,,IN
II62,small_airport,Berger Airport,US,US-IN,Plymouth,,IN
II64,heliport,Universal Mine Heliport,US,US-IN,Universal,,IN
II65,small_airport,Gilmore Airport,US,US-IN,Rensselaer,,IN
II66,heliport,Heck Heliport,US,US-IN,Rich Valley,,IN
II67,small_airport,Hickory Hills Airport,US,US-IN,Hartford City,,IN
II68,small_airport,Durham Airport,US,US-IN,Russellville,,IN
II69,small_airport,Harrod/Rose Airport,US,US-IN,Scottsburg,,IN
II70,small_airport,Salsbery Airport,US,US-IN,Sharpsville,,IN
II71,small_airport,Smith Airport,US,US-IN,St. Paul,,IN
II72,small_airport,Anderson Airport,US,US-IN,Sunman,,IN
II73,small_airport,Good Earth Farm Strip,US,US-IN,Union City,,IN
II74,small_airport,Eby Field,US,US-IN,Wakarusa,,IN
II75,small_airport,Daugherty Field,US,US-IN,Warren,,IN
II76,small_airport,Clay Hill Farms Airport,US,US-IN,Medora,,IN
II77,small_airport,Finney's Airpark,US,US-IN,Albany,,IN
II78,small_airport,Wallace Field,US,US-IN,Wilkinson,,IN
II79,small_airport,Sommers Airport,US,US-IN,Winamac,,IN
II81,small_airport,Richardson Field,US,US-IN,Winslow,,IN
II82,small_airport,Meadors Field,US,US-IN,Danville,,IN
II83,closed,Bramble Airport,US,US-IN,Brownsburg,,IN
II84,small_airport,Hilakos Airport,US,US-IN,Mount Vernon,,IN
II85,small_airport,Blomenberg Airport,US,US-IN,Decatur,,IN
II86,small_airport,Poole Airport,US,US-IN,Noblesville,,IN
II87,small_airport,Twelve Oaks Airport,US,US-IN,Martinsville,,IN
II88,heliport,St. Joseph Hospital Heliport,US,US-IN,Kokomo,,IN
II89,small_airport,Yelverton Airport,US,US-IN,St Wendel,,IN
II90,small_airport,Crawford Field,US,US-IN,North Judson,,IN
II91,small_airport,Dunbar Field,US,US-IN,Pittsboro,,IN
II92,heliport,Layden Heliport,US,US-IN,Rolling Prairie,,IN
II93,small_airport,Bronson Airport,US,US-IN,Bargersville,,IN
II94,small_airport,Irion Airport,US,US-IN,Noblesville,,IN
II95,small_airport,Rust's Landing Airport,US,US-IN,Bourbon,,IN
II96,small_airport,Buchta Airport,US,US-IN,Haysville,,IN
II97,small_airport,Solenberg Airport,US,US-IN,Shelbyville,,IN
II98,small_airport,Shrum Field,US,US-IN,Sullivan,,IN
II99,small_airport,Drake Field,US,US-IN,Walkerton,,IN
IL00,heliport,Welch Heliport,US,US-IL,Danville,,IL
