city,state,median_age,tot_pop,avg_house_size,state_code,pct_male_pop,pct_female_pop,pct_native,pct_asian,pct_black,pct_hispanic,pct_white,pct_foreign_born,pct_veterans
Denver,Colorado,34.1,682545,2.33,CO,49.98014782908087,50.01985217091913,2.05231889472489,4.7602722164838935,10.590950047249633,30.451765085085963,80.04893450248701,16.588210301152305,4.3019874147492105
Des Moines,Iowa,34.5,210317,2.41,IA,49.31888530171123,50.68111469828877,1.884773936486352,7.229562993005795,12.53013308481958,12.032313127326846,79.90652205955772,11.343353128848356,5.6010688627167555
Detroit,Michigan,34.8,677124,2.6,MI,47.150152704674476,52.849847295325524,0.8871344096502266,1.5955718598070665,80.63338472716963,7.971951961531419,15.397475203950828,5.886809506087512,4.358285926949865
Dothan,Alabama,38.9,67536,2.59,AL,47.63681592039803,52.36318407960199,0.9713338071547029,1.7398128405591091,34.41571902392798,2.5230987917555083,64.43378346363421,2.5156953328595115,9.378701729447998
Downey,California,37.3,114211,3.45,CA,46.41059092381645,53.589409076183564,0.4684312369211372,8.559595835777639,4.813897085219463,74.25379341744666,67.61170114962657,35.002758053077194,1.9971806568544184
Duluth,Minnesota,34.7,86126,2.25,MN,47.91932749692311,52.08067250307689,2.199103638854701,1.9982351438589967,4.5177995030536655,2.3001184311357776,94.884239370225,2.6217402410421937,5.8228641757425175
Durham,North Carolina,33.2,257598,2.4,NC,47.031809253177435,52.968190746822565,1.2243883881086033,6.11029588739043,41.95995310522597,14.093277121716785,49.56560221740853,15.000892864075034,4.863391796520159
Eagan,Minnesota,36.8,66288,2.49,MN,47.6511585807386,52.348841419261404,1.0318609703113686,10.443820902727492,12.116823557808349,6.529085203958484,79.3688148684528,13.037050446536329,4.071626840453777
East Los Angeles,California,32.6,119666,3.75,CA,50.5239583507429,49.4760416492571,0.6501428977320208,0.8799491919175038,0.4245148998044557,97.11279728577877,40.93059014256347,41.427807397255705,0.9200608359935154
East Orange,New Jersey,35.5,64962,2.85,NJ,46.173147378467405,53.82685262153257,0.8235583879806656,1.0098211261968535,89.0659154582679,9.802653859179213,4.8720790616052465,23.34287737446507,2.8786059542501774
Eau Claire,Wisconsin,32.0,67433,2.4,WI,47.93943618109828,52.06056381890173,1.299067222279893,6.2313703972832295,1.0751412513161211,2.206634733735708,92.23080687497222,4.2012071241083735,4.835911200747408
Edinburg,Texas,29.3,84501,3.31,TX,46.652702334883614,53.347297665116386,,0.9609353735458752,,88.39895385853424,91.78589602489912,19.60805197571627,2.8508538360492777
Edmond,Oklahoma,32.5,90090,2.68,OK,50.16206016206017,49.83793983793984,8.936618936618936,5.937395937395937,5.5355755355755365,6.867576867576867,87.66677766677765,6.1993561993562,5.556665556665556
El Cajon,California,32.7,103688,3.14,CA,52.51330915824396,47.48669084175604,1.8237404521256075,4.39877324280534,7.2660288557981625,30.42010647326595,81.69026309698326,30.731617930715217,6.850358768613534
El Monte,California,37.3,116745,3.67,CA,49.64752237783202,50.35247762216797,0.6150156323611289,28.595657201593212,0.2629662940597028,66.40370037260696,54.93854126515054,51.0985481176924,1.4441731979956316
El Paso,Texas,33.1,681136,3.03,TX,48.85911183669635,51.14088816330365,1.0804009771910454,1.8160837189636136,5.06110380305842,79.57544455145522,86.27983251509244,23.44744661859012,7.001979046768928
Elgin,Illinois,35.7,111076,2.97,IL,49.38240483992941,50.61759516007058,0.7103244625301595,6.8475638301703325,6.777341639958228,43.41261838741042,68.53505707803666,27.158882206777342,3.622744787352804
Elizabeth,New Jersey,34.2,129012,3.18,NJ,51.0774191548073,48.9225808451927,0.6177719902024618,2.6113849874430293,23.11567916162837,67.01392118562615,54.93519982637274,49.15279198834217,0.8766626360338573
Elk Grove,California,36.1,166890,3.34,CA,47.9699203067889,52.0300796932111,1.2103780933549044,35.606687039367245,12.094792977410268,17.245491042003714,52.07561867098088,23.184732458505607,4.650967703277608
Ellicott City,Maryland,42.4,70932,2.73,MD,48.505611007725705,51.49438899227428,0.5582811706986973,31.79242091016749,8.584277899960526,2.25850109964473,61.378503355326224,24.794169063328262,5.43619240963176
Enterprise,Nevada,34.1,135474,2.89,NV,51.04005196569084,48.95994803430917,2.049839821663197,26.162953777108523,10.804287169493778,18.680337186471206,63.11543174336035,23.01031932326498,5.555309505883048
Erie,Pennsylvania,35.3,99470,2.31,PA,48.87704835628833,51.12295164371167,0.9178646828189404,3.3236151603498536,20.67356992057907,7.900874635568512,79.05499145470995,6.308434703930835,7.130793203981099
Escondido,California,33.3,151458,3.27,CA,50.54272471576279,49.45727528423721,2.080444743757345,9.506265763445972,3.717862377688864,48.721757847059905,79.74554001769468,30.568210328936075,5.354619762574443
Eugene,Oregon,33.4,163448,2.34,OR,48.37685380059713,51.62314619940287,3.080490431207479,6.774631687142088,3.4457442122265176,10.61866771083158,89.81878028486126,8.87315843571044,5.442709607948705
Evanston,Illinois,36.8,75523,2.29,IL,45.212716655853185,54.78728334414682,0.7203103690266541,11.652079498960584,15.453570435496474,12.016206983303098,72.15815049719953,19.865471445784728,2.7249976828251
Evansville,Indiana,38.0,117679,2.25,IN,48.60510371434157,51.39489628565843,0.6058855020861836,1.1692825397904472,14.925347768080965,2.77279718556412,85.02366607466072,2.692918872526109,7.701459053866875
Everett,Washington,37.0,108012,2.36,WA,52.04236566307448,47.95763433692552,3.3746250416620374,9.07954671703144,7.688034662815242,14.710402547865053,81.83812909676702,18.05262378254268,7.295485686775542
Fairfield,California,34.7,112972,3.14,CA,49.171476117976134,50.82852388202386,0.899337889034451,19.852706865417982,16.175689551393265,29.189533689763838,56.74503416775838,21.689445172255073,7.618701979251496
Fall River,Massachusetts,39.3,88770,2.21,MA,48.793511321392366,51.20648867860765,1.668356426720739,2.13022417483384,7.197251323645376,10.229807367353835,87.01363073110285,16.644136532612368,4.667117269347753
Fargo,North Dakota,30.7,119250,2.18,ND,50.784067085953886,49.215932914046114,2.6012578616352204,3.8960167714884704,5.431446540880502,2.991194968553459,90.02012578616352,7.90607966457023,5.160587002096436
Farmington Hills,Michigan,42.1,81332,2.41,MI,46.14051050017213,53.85948949982786,0.3848423744651551,13.228495549107366,16.577730782471846,2.5229921801996746,71.08518172429056,22.172084788275214,4.487778488171936
Fayetteville,Arkansas,27.1,82832,2.28,AR,50.655543751207276,49.344456248792746,2.484547034962333,5.682586440023179,8.362710063743481,6.6822001158972375,83.09590496426502,7.621450647092912,5.7272551670851835
Fayetteville,North Carolina,30.7,201965,2.5,NC,50.033916767756786,49.966083232243214,3.2693783576362234,4.430965761394301,44.871636174584715,12.41799321664645,50.54093531057361,6.368925308840642,13.907855321466592
Federal Way,Washington,36.4,95188,2.68,WA,51.635710383661795,48.364289616338205,2.517124007227802,16.836155817960247,16.27831239231836,14.759213346220115,62.01937218977182,19.50350884565281,7.495692734378282
Fishers,Indiana,34.5,86071,2.8,IN,48.983978343460635,51.016021656539365,,8.79622637125164,7.985267976438058,3.9606836216611865,85.23312149272112,7.131321815710286,2.8685620011385953
Flagstaff,Arizona,23.9,70317,2.55,AZ,47.24888718233144,52.75111281766856,7.2770453802067765,3.762959170613081,4.471180511113956,19.34951718645562,83.4734132571071,6.061123199226362,5.2149551317604566
Flint,Michigan,35.3,98297,2.38,MI,49.83265003001109,50.1673499699889,1.534126168652146,0.6683825549101193,56.09225103512824,2.568745739951372,45.5619194888959,2.1750409473330823,3.822090196038536
Florence-Graham,California,30.2,66359,4.57,CA,51.51674980032852,48.48325019967149,,,7.625190253017676,91.7660000904173,46.099248029656856,43.24356907126389,0.6268931117105442
Flower Mound,Texas,40.2,71024,3.01,TX,49.56071187204325,50.43928812795675,1.5417323721558909,9.26025005631899,5.010982203198918,8.657636855147556,86.49611398963732,9.658706915972065,5.937429601261545
Folsom,California,40.9,76368,2.62,CA,53.75419023674838,46.24580976325162,1.3068300858998534,20.386811229834485,5.21815420071234,7.623611984077099,75.20820238843494,17.329247852503663,5.4826628954535925
Fontana,California,29.5,207472,4.15,CA,48.50967841443664,51.49032158556336,1.280172746201897,6.883338474589343,8.187128865581862,75.25545615793938,40.99059150150381,29.617490552942087,1.964602452379116
Fort Collins,Colorado,29.6,161181,2.45,CO,50.18767720761132,49.81232279238868,2.029395524286361,4.909387582903691,1.970455574788592,9.629546906893491,93.41547701031759,6.020560736066907,5.22704288967062
Fort Lauderdale,Florida,42.8,178587,2.38,FL,52.60629273127383,47.39370726872617,0.7648933013041262,2.122774894029241,35.251166098316226,15.761505596711967,61.45520110646353,26.643596678369647,4.981885579577461
Fort Myers,Florida,37.3,74015,2.45,FL,49.787205296223746,50.212794703776275,,4.754441667229616,23.370938323312842,24.13835033439168,67.78220630953186,20.759305546173074,5.8258461122745375
Fort Smith,Arkansas,34.9,88195,2.44,AR,49.14791087930155,50.85208912069845,3.393616418164295,7.061624808662622,11.16956743579568,19.393389647939227,74.83870967741936,14.940756278700604,3.8641646351834
Fort Wayne,Indiana,34.7,258144,2.45,IN,48.35092041651172,51.649079583488295,1.3856607164993182,5.266827817032353,17.943086029502915,8.225641502417256,79.06982149497955,7.416790628486426,5.244747117887691
Fort Worth,Texas,32.6,836969,2.88,TX,49.47925191972464,50.52074808027538,0.8965684511612736,5.024439375890863,20.006595226346494,35.38159716787599,68.72178061553056,17.133728967261632,4.681415918630202
Framingham,Massachusetts,40.3,71210,2.49,MA,49.771099564667885,50.228900435332115,1.192248279735992,8.415952815615785,9.75143940457801,18.25586294059823,73.31133267799467,26.779946636708328,3.6862800168515664
Franklin,Tennessee,38.3,72635,2.73,TN,48.17374543952639,51.826254560473615,,5.38445652922145,10.668410545880086,6.768087010394439,84.6134783506574,9.466510635368623,4.547394506780479
Frederick,Maryland,36.1,69482,2.48,MD,47.7044414380703,52.29555856192971,1.9184824846722888,8.219394951210385,19.245272156817595,18.80343110445871,70.78236089922571,20.452779137042686,5.569787858726
Fremont,California,38.3,232191,3.12,CA,49.26246064662283,50.73753935337718,0.6916719424956179,61.13630588610239,3.3429374954240263,12.745541386186373,28.982174158343774,47.128010990951424,1.993617323668876
Fresno,California,30.0,520072,3.12,CA,49.248950145364496,50.751049854635504,2.188158562660554,14.48222553800243,8.85877340060607,49.251834361396114,62.61652232767771,19.892053407989664,3.5398944761494557
Frisco,Texas,37.2,154388,3.05,TX,47.92406145555354,52.075938544446466,1.908827110915356,19.652434127004692,7.008964427287094,11.071456330802913,72.20574137886364,20.022929243205432,4.078684871881235
Fullerton,California,34.5,140849,2.97,CA,49.37841234229565,50.621587657704346,1.1842469595098295,24.094597760722475,3.721006183927469,37.954831060213415,65.47153334421971,30.815980234151468,3.829633153235025
Gainesville,Florida,26.0,130133,2.33,FL,46.72373648498075,53.27626351501925,0.5686489975640306,9.192902645754726,25.29104838895592,9.3811715706239,67.32496753321601,11.735685798375508,3.6793127031575383
Gaithersburg,Maryland,35.7,67445,2.73,MD,47.75891467121358,52.24108532878642,0.9963674104826156,19.525539328341612,18.50693157387501,27.757431981614648,54.32426421528653,41.71250648676699,3.1521980873304183
Garden Grove,California,37.8,175384,3.66,CA,49.47942799799297,50.52057200200703,0.9767139533822926,40.9028189572595,1.0491264881631164,37.65337773114993,38.07758974592893,46.000205263878115,2.460885827669571
Garland,Texas,34.5,236836,3.12,TX,49.15046698981574,50.84953301018427,1.3017446671958657,11.491918458342482,17.103396443108313,38.4185681230894,65.22825921734872,26.59012987890355,4.394179938860646
Gary,Indiana,38.1,77354,2.35,IN,46.37898492644207,53.62101507355794,0.7123096413889392,0.6942110298109988,79.39602347648474,8.100421439098174,17.44964707707423,2.4355560152028337,5.1089794968585975
Gastonia,North Carolina,36.9,74550,2.67,NC,47.65526492287056,52.34473507712944,0.8088531187122737,3.7397719651240777,29.75050301810865,8.924211938296446,62.18913480885312,7.6659959758551315,4.744466800804829
German,Maryland,34.9,84122,2.95,MD,48.87544280925322,51.124557190746785,1.4645395972516109,18.926083545327025,26.477021468819093,21.637621549654074,51.50852333515608,33.138774636836985,2.9041154513682508
Gilbert,Arizona,33.2,247523,3.2,AZ,47.15157783317106,52.84842216682895,2.4098770619295986,7.9750164631165585,3.66672996044812,16.134662233408612,85.37469245282256,9.9105941670067,4.3700989403004975
Glen Burnie,Maryland,36.5,69859,2.58,MD,47.80772699294293,52.192273007057075,1.01346998955038,4.572066591276715,24.34904593538413,13.079202393392404,71.54697318885181,9.978671323666244,7.583847464177843
Glendale,Arizona,34.4,240114,2.89,AZ,48.64147863098361,51.35852136901639,1.6925293818769418,6.34906752625836,6.7692845898198355,34.863023397219656,84.35118318798571,18.380019490741894,5.514463962950932
Glendale,California,42.1,201025,2.69,CA,48.84019400572068,51.15980599427932,0.23579156821290884,20.927745305310285,2.2977241636612358,15.324959582141526,72.98495212038304,55.47071259793558,2.2126601169008837
Goodyear,Arizona,38.6,79003,2.97,AZ,46.46785565105122,53.53214434894878,1.6467729073579482,7.2161816639874425,10.984392997734263,27.34453122033341,80.36783413288103,14.903231522853565,9.683176588230827
Grand Prairie,Texas,33.1,187755,3.18,TX,48.36675454714921,51.63324545285079,0.9341961598892172,6.0962424436100235,29.25834198822934,45.56097041357088,60.707304732230845,23.90775212377833,3.767143351708344
Grand Rapids,Michigan,32.1,195099,2.56,MI,49.036130374835345,50.963869625164655,1.7611571561104873,3.104577675949133,21.65874761018765,16.033910988780054,73.65593877979896,9.82885611920102,4.5986909210195845
Greeley,Colorado,31.0,100883,2.75,CO,50.34743217390443,49.652567826095584,2.427564604541895,2.1827265247861383,2.8310022501313403,38.92727218659239,92.06110048273744,11.379518848567152,4.256415848061616
Green Bay,Wisconsin,32.9,105221,2.37,WI,49.91113941133424,50.08886058866576,6.222141967858128,5.371551306298173,7.185827924083596,15.953089212229498,77.96257401089136,9.32608509708138,5.2451506828484815
Greensboro,North Carolina,35.5,285344,2.36,NC,46.34791690030279,53.652083099697215,1.2924750476617697,4.4448104743747905,43.494168442301216,7.7615089155545585,50.79132555792307,9.345561848155212,4.9102136368733875
Greenville,North Carolina,26.2,90588,2.4,NC,44.042257252616245,55.957742747383755,1.0122753565593676,3.0765664326400852,41.23614606791187,4.867090563871593,55.51397536097497,4.617609396388043,4.727999293504658
Gresham,Oregon,36.7,110582,2.67,OR,48.71136351304914,51.28863648695086,1.8845743430214679,6.005498182344325,6.9821489935070815,21.319925485160336,85.82228572462064,16.150910636450778,5.720641695755186
Guaynabo,Puerto Rico,42.2,70492,,PR,46.90745049083585,53.09254950916415,0.8355558077512341,,,99.2112580150939,,,
Gulfport,Mississippi,35.1,71872,2.54,MS,46.065227070347284,53.934772929652716,,2.3973174532502233,38.678483971504896,5.909116206589492,59.647707034728406,4.274265360641141,9.246994657168301
Hammond,Indiana,36.0,77610,2.61,IN,50.15204226259503,49.847957737404975,1.9443370699652105,1.9842803762401755,26.33938925396212,32.62466177039041,53.7366318773354,11.885066357428164,5.339518103337198
Hampton,Virginia,35.5,136454,2.48,VA,48.52477758072318,51.47522241927682,1.8570360707637736,3.3425183578348747,51.52139182435106,5.505884767027715,45.25554399284741,4.5465871282630035,14.391663124569455
Harlingen,Texas,30.1,65769,3.0,TX,49.269412641213954,50.730587358786046,,3.293344888929435,,78.64951572929495,94.03214280284023,15.799236722468033,4.198026425823716
Hartford,Connecticut,31.0,124014,2.59,CT,46.802780331252926,53.197219668747074,1.9763897624461757,3.3101101488541618,40.268840614769296,45.12313125937394,37.519151063589604,22.954666408631287,2.523908590965536
Hawthorne,California,33.7,88444,2.97,CA,49.389444168061154,50.610555831938846,1.0243770069196327,8.594138664013387,24.383790873320972,56.66297318076975,26.757044005246254,36.30206684455701,2.400388946678124
Hayward,California,34.3,158300,3.32,CA,49.36955148452306,50.63044851547694,1.3758686039166141,29.238787113076445,12.772583701831966,40.98547062539482,47.2520530638029,38.51547694251421,2.770056854074542
Hemet,California,36.8,83873,2.97,CA,46.04819190919604,53.95180809080396,2.7279339000631913,4.407854732750708,9.120932838935056,44.648456595090195,80.85677154745866,15.893076436994027,6.692260918293133
Henderson,Nevada,42.5,285658,2.55,NV,48.80381435142724,51.19618564857277,1.0628093734465691,8.72756933115824,6.58689761883091,16.507151908926062,82.0215082371227,12.485559655252088,8.767477193007021
Hesperia,California,29.4,93286,3.52,CA,46.72512488476298,53.27487511523701,1.835216431190104,2.284372789057308,5.240872156593701,57.634586111527994,84.38350877945244,17.866560898741504,4.008104109941471
Hialeah,Florida,43.0,237082,3.31,FL,47.04279531976278,52.957204680237204,,0.4846424443863305,2.3987481124674166,95.961734758438,92.79110181287487,71.76757408829013,0.7777899629663998
High Point,North Carolina,35.5,109828,2.65,NC,47.1200422478785,52.8799577521215,1.0753177696033798,10.070291728885165,35.84605018756601,10.421750373310996,52.813490184652366,14.855046072039919,4.738318097388643
Highlands Ranch,Colorado,39.6,102467,2.72,CO,48.00179570007905,51.99820429992095,1.4443674548879148,5.513970351430217,1.7361687177335143,8.190929762752889,92.2238379185494,8.614480759659207,4.7234719470658835
Hillsboro,Oregon,35.3,102360,2.68,OR,49.75185619382571,50.24814380617429,4.419695193434936,13.388042203985929,4.246776084407972,21.657874169597502,79.20281359906214,19.080695584212588,6.472254787026182
Hollywood,Florida,41.4,149721,2.65,FL,50.33228471623888,49.667715283761126,0.6745880671382104,3.136500557703996,23.320709853661146,35.56414931773097,72.07806520127437,36.840523373474674,4.0448567669198034
Homestead,Florida,31.4,66500,3.48,FL,47.219548872180454,52.78045112781954,,,25.120300751879697,63.02255639097745,73.41353383458645,36.70375939849624,3.4390977443609017
Hoover,Alabama,38.5,84839,2.58,AL,44.837869376112394,55.1621306238876,,5.609448484777047,21.441789742924836,4.042951944270913,72.92518770848314,9.699548556677943,5.680170676222019
Houston,Texas,32.6,2298628,2.66,TX,50.016183566892956,49.983816433107044,0.5723849183077906,7.563381286576169,23.03247850456881,44.72876863937965,60.313761078347596,30.288067490694452,3.1278658399706263
Huntington Beach,California,41.6,201927,2.67,CA,49.506504826001475,50.493495173998525,1.4079345506049217,14.408672441030669,1.994285063414006,20.94965012108336,77.29080311201571,17.515240656276774,5.177118463603184
Huntsville,Alabama,38.1,189114,2.18,AL,48.52311304292649,51.47688695707351,0.9280116754973192,3.4719798639973773,32.552322937487446,5.756845077572257,64.4605899087323,6.710767050562093,8.797339171081992
Independence,Missouri,38.6,117255,2.33,MO,46.35026224894461,53.64973775105539,1.6059016673062982,0.475885889727517,8.864440748795358,10.435375890153935,84.38019700652424,4.188307534859922,8.716046224041618
Indianapolis,Indiana,34.1,848423,2.53,IN,48.39743854185943,51.60256145814057,1.0202457972025747,3.454291078860426,29.92988167458921,9.833066760330636,65.25813185168248,8.540079653663325,4.972283872549424
Indio,California,35.9,87526,3.08,CA,50.045700706075905,49.9542992939241,1.270479628910267,3.274455590338871,3.7703082512624815,67.23944884948473,55.48294221145718,25.75006283847085,4.166761876470992
Inglewood,California,34.9,111656,3.12,CA,47.46274270975139,52.53725729024861,1.249373074442932,2.4288887296697004,40.29429676864657,54.518342050583925,30.42021924482339,30.603818872250482,2.4208282582216807
Iowa City,Iowa,25.5,74227,2.36,IA,49.966993142656975,50.033006857343025,0.821803386907729,7.454160884853221,9.7255715575195,5.485874412275857,80.6162178183141,12.39710617430315,2.7577566114756085
Irvine,California,34.6,256927,2.73,CA,48.8119193389562,51.1880806610438,0.3109832754050761,49.23538592674185,3.374499371416784,7.498628014961448,49.56972213897333,45.29146411237433,2.1531407753953458
Irving,Texas,32.3,236617,2.78,TX,49.526872540857156,50.47312745914283,1.2509667521775696,20.886495898435022,12.82917119226429,41.35882037216261,56.11557918492755,36.66515930808015,2.6232265644480317
Jackson,Mississippi,31.7,170811,2.65,MS,46.27278102698304,53.72721897301697,0.18909789182195527,0.5058222245639917,81.70843798116044,1.7662796892471797,16.846104759061188,1.0473564348900246,4.769013705206339
Jackson,Tennessee,35.3,66980,2.52,TN,44.7999402806808,55.20005971931919,0.8420424007166318,1.748283069573007,44.94326664676022,5.050761421319797,53.80262765004478,3.1307853090474773,5.268736936398924
Jacksonville,Florida,35.7,868031,2.62,FL,48.293551727991286,51.706448272008714,0.9420170477782476,5.863269860177804,32.5670396564178,9.22363371815062,62.622417862956496,9.867159122197247,8.690012223065766
Jacksonville,North Carolina,24.2,67363,2.51,NC,59.40204563335956,40.59795436664045,2.584504846874397,6.240814690557131,19.674005017591263,17.73525525882161,76.0729183676499,5.540133307602097,12.250048246069802
Jersey City,New Jersey,34.3,264277,2.57,NJ,49.8586710156389,50.1413289843611,1.2698797095471797,25.583005709918,24.61470351184553,30.164562182861165,37.57421190644665,41.314983899469105,1.6550815999878916
Johns Creek,Georgia,39.0,83339,3.19,GA,48.33511321230157,51.66488678769844,0.9911326029829972,29.14481815236564,13.526680185747368,7.108316634468856,58.09284968622134,34.79763376090425,2.3794381982025223
Johnson City,Tennessee,38.2,65369,2.18,TN,47.45215622083861,52.54784377916139,0.6119108445899433,2.8713916382383085,9.203139102632745,1.704171702182992,90.48172681240344,4.402698526824642,7.707017087610335
Joliet,Illinois,33.1,150025,3.13,IL,47.23412764539243,52.76587235460757,0.3486085652391268,1.8750208298616893,18.585569071821357,30.188968505249125,70.76153974337609,14.936843859356776,4.901183136143977
Jonesboro,Arkansas,32.6,73906,2.44,AR,48.25859876058778,51.74140123941222,2.8536248748410142,1.7346358888317592,19.753470624847782,6.243065515655021,76.61894839390577,4.359591914052986,4.9820041674559565
Jurupa Valley,California,33.8,100314,3.87,CA,49.27527563450764,50.724724365492364,1.5491357138584845,4.976374185058915,3.0813246406284267,66.31676535677971,58.01882090236656,25.25868772055745,3.821002053551848
Kalamazoo,Michigan,26.4,76040,2.36,MI,48.888742766964754,51.111257233035246,1.2546028406102052,3.1943713834823777,25.24197790636507,5.410310362966858,74.78432403997896,4.579168858495528,4.008416622830088
Kansas City,Kansas,33.4,151261,2.71,KS,49.322693886725595,50.677306113274405,1.8173884874488464,4.826756401187351,26.561374048829503,29.3148928011847,63.541163948407046,16.862905838253088,5.380765696379106
Kansas City,Missouri,35.9,475361,2.35,MO,48.05400527178292,51.94599472821708,1.219283870574153,3.5890617867262984,31.07932707984037,9.684639673847876,62.39952373038597,7.9491165661465715,5.198154665612028
Kendall,Florida,40.2,76466,2.81,FL,47.940261031046475,52.059738968953525,,4.773363324876415,3.8409227630580913,62.146574948343066,91.8918212015798,40.77629273141004,2.1944393586692126
Kenner,Louisiana,36.9,67106,2.57,LA,50.65567907489643,49.34432092510357,0.23544839507644624,4.066700444073556,25.58936607754895,26.479003367806158,66.85393258426966,18.406699848001672,3.7030965934491697
Kennewick,Washington,32.0,78903,2.78,WA,48.783949913184536,51.216050086815464,1.3953842059237291,5.388895225783557,3.658922981382203,24.58081441770275,82.66859308264578,10.61556594806281,6.5371405396499505
Kenosha,Wisconsin,36.3,99856,2.55,WI,49.42016503765422,50.57983496234578,1.2658227848101269,2.5406585483095654,11.932182342573304,18.79907066175292,84.9022592533248,7.453733376061527,6.246995673770229
Kent,Washington,33.4,126962,3.06,WA,48.69567272097163,51.30432727902837,2.8756635843795784,20.610891447834785,16.107181676407116,17.27130952568485,53.49474645957058,30.06805185803627,6.28928340763378
Killeen,Texas,29.2,140809,2.72,TX,49.31644994283036,50.68355005716965,1.677449594841239,5.811418304227713,38.77664069768267,23.15192920907044,53.848120503660994,11.198858027540851,17.243926169492006
Kirkland,Washington,40.8,87267,2.3,WA,48.31035786723504,51.689642132764966,1.3235243562858812,17.50604466751464,1.1928907834576643,7.700505345663309,80.77623844064766,21.27952146859638,5.90830439914286
Kissimmee,Florida,36.7,69152,3.01,FL,48.13020592318371,51.86979407681629,,3.809000462748728,9.577452568255435,63.80148079592781,73.92844747801944,24.408549282739468,3.5414738546969
Knoxville,Tennessee,33.1,185312,2.21,TN,48.5548696252806,51.4451303747194,1.243308582282853,2.5454368848212745,18.913508029701262,4.662407183560697,78.27609652909688,5.550099292004834,5.880353134173718
Lafayette,Indiana,33.5,71170,2.19,IN,48.2127300829001,51.7872699170999,,1.6397358437543907,9.487143459322748,12.857945763664464,88.74104257411831,8.004777293803567,7.088660952648588
Lafayette,Louisiana,31.7,127661,2.54,LA,50.14687335991415,49.85312664008586,0.9266729854849954,2.1745090513155936,31.224884655454684,5.135475987184809,66.80348736105779,4.226819467182617,4.0779877958029465
Laguna Niguel,California,45.8,65812,2.58,CA,45.8776514921291,54.1223485078709,,12.914058226463261,1.3386616422536923,13.9837719564821,84.96778702972101,19.10137968759497,4.02358232541178
Lake Charles,Louisiana,31.8,76066,2.36,LA,46.90400441721663,53.09599558278338,0.7782715010648646,1.8983514316514607,50.42726053690216,4.1503431230773264,47.782189151526296,4.226592695816791,5.885678226803039
Lake Forest,California,40.3,82497,2.76,CA,50.32304205001393,49.67695794998607,1.7964289610531294,20.231038704437736,4.274094815569051,21.103797713856267,72.5432439967514,25.19364340521473,4.543195510139763
Lakeland,Florida,38.1,104410,2.56,FL,45.81936596111485,54.180634038885174,0.2758356479264438,3.206589407144909,24.050378316253234,15.804041758452255,72.44133703668231,11.102384829039364,7.077866104779236
Lakewood,California,39.9,81592,3.13,CA,50.89101872732621,49.10898127267379,0.4877929208745956,23.285371114815177,7.504412197274243,30.624325914305324,53.64006275125011,22.396803608196887,5.01764878909697
Lakewood,Colorado,37.7,152589,2.29,CO,49.81551750126156,50.18448249873843,1.7019575460878569,4.810307427140882,1.755696675382891,22.039596563317147,91.53281035985556,9.285728329040758,6.545688090229309
Lancaster,California,30.9,161113,3.25,CA,50.06920608517004,49.93079391482996,1.3568116787596285,5.371385300999919,22.348910392085056,35.64144420375761,68.46809382234828,10.704908976929236,4.89842532880649
Lansing,Michigan,31.4,114110,2.39,MI,47.61458242047147,52.38541757952853,4.604329156077469,3.652615896941548,29.967575146788192,12.48356848654807,66.3289808079923,7.335903952326702,4.668302515116992
Laredo,Texas,28.8,255789,3.66,TX,48.59669493215111,51.40330506784889,0.489856874220549,0.7674294047046589,0.3252680920602528,95.07445589919816,96.3458162782606,26.751345835825624,1.9238512993131056
Largo,Florida,45.1,81007,2.28,FL,47.11444689965065,52.88555310034935,1.0875603342920983,4.010764501833175,7.233942745688643,11.802683718690975,90.73536854839705,12.948263730294912,10.258372733220586
Las Cruces,New Mexico,32.7,101644,2.58,NM,47.06131203022313,52.93868796977687,2.3296997363346583,3.2131753964818386,3.763134075793948,59.6336232340325,89.72590610365589,11.695722324977375,9.268623824328047
Las Vegas,Nevada,37.5,623769,2.79,NV,49.78894430470254,50.21105569529746,1.3556300489444009,8.936801925071618,13.624755318074481,32.850782902003786,68.79822498392835,20.457733552004022,6.7969071883982695
Lauderhill,Florida,35.7,71574,3.02,FL,45.84485986531422,54.15514013468577,1.6570262944644705,3.719227652499512,79.56520524212702,8.507279179590356,15.072512364825215,35.58694498002068,2.74541034453852
Lawrence,Kansas,27.4,93916,2.53,KS,48.54550875250224,51.45449124749778,4.513607904936326,6.971123131308828,6.1512415349887135,6.851867626389539,84.96209378593636,9.264662038417312,3.179436943651774
Lawrence,Massachusetts,30.8,80240,3.17,MA,46.68993020937188,53.310069790628106,,2.6782153539381857,11.491774675972085,78.73255234297109,50.79386839481555,36.35343968095713,1.4830508474576272
Lawton,Oklahoma,31.1,96659,2.72,OK,52.86522724216058,47.1347727578394,10.373581353003859,5.35180376374678,26.657631467323274,14.256303086106827,66.15835048986644,6.334640333543695,11.971983984936733
Layton,Utah,29.5,74142,3.24,UT,50.9131126756764,49.0868873243236,2.2578295702840494,3.896576839038601,3.655148229073939,13.653529713252945,88.11874511073346,5.756521269995414,5.140136494834237
League City,Texas,35.9,98350,2.72,TX,50.18200305033046,49.81799694966954,,8.299949161159129,4.2358922216573465,15.117437722419927,87.45500762582613,8.501270971021862,6.592780884595832
