city,state,median_age,tot_pop,avg_house_size,state_code,pct_male_pop,pct_female_pop,pct_native,pct_asian,pct_black,pct_hispanic,pct_white,pct_foreign_born,pct_veterans
Auburn,Washington,37.1,76580,2.73,WA,48.10263776442936,51.89736223557064,3.9723165317315225,16.115173674588664,5.2650822669104205,14.149908592321756,76.12039697048839,19.381039435884038,7.0527552885870985
Augusta-Richmond County consolidated government,Georgia,33.7,196579,2.67,GA,48.15468590235986,51.84531409764014,0.8480051277094706,2.2530382187314006,57.11240773429513,4.6129037180980665,39.648182155774535,4.02637107727682,9.708565004400267
Aurora,Colorado,34.2,358870,2.82,CO,49.5719898570513,50.4280101429487,2.3064062195223896,6.875191573550311,17.246913924262266,30.483461977875,66.82169030568173,18.33978878145289,7.010338005405858
Aurora,Illinois,31.7,203715,3.3,IL,50.05227891907812,49.947721080921866,0.5787497238789485,8.43825933289154,11.651572049186365,42.53638661856024,56.894681294946366,25.025157695800505,2.448518763959453
Austin,Texas,32.7,931840,2.5,TX,51.05146806318682,48.94853193681318,1.1686555631868132,8.468835851648352,8.784877232142858,35.164835164835175,75.99705958104396,19.497553228021978,4.015066964285714
Avondale,Arizona,29.1,80683,3.18,AZ,47.98036761151668,52.01963238848332,0.7597635189569054,3.505075418613586,14.367338844614107,43.027651425950936,77.06208247090464,10.355341273874297,5.967799908283035
Bakersfield,California,30.6,373627,3.23,CA,48.752900620137204,51.247099379862796,1.96907611066652,8.545688614580852,9.164219930572466,48.24089265497408,73.02818051157973,19.156806119472094,3.287770958736922
Baldwin Park,California,35.8,77056,4.13,CA,50.28420888704319,49.71579111295681,0.41009136212624586,20.121729651162788,2.0245016611295683,73.04038621262458,47.874273255813954,44.541632059800655,1.0122508305647842
Baltimore,Maryland,34.7,621849,2.51,MD,47.282700462652514,52.717299537347486,1.2430670468232643,3.2421053985774684,63.724473304612545,4.8167641983825655,33.331886036642345,8.017541235894887,4.750349361340132
Baton Rouge,Louisiana,31.2,228596,2.52,LA,48.77250695550228,51.22749304449772,0.4895098776881485,3.2555250310591615,53.64660798964111,3.2494006894258867,42.31482615618821,5.366673082643616,4.651437470471924
Bay,Texas,32.9,75485,2.59,TX,50.31065774657216,49.68934225342783,2.8707690269589983,3.734516791415513,22.23223156918593,41.958004901636095,64.64463138371862,17.47631979863549,4.607537921441346
Bayamón,Puerto Rico,39.4,170259,,PR,47.06241667107172,52.93758332892829,,,,99.35157612813421,,,
Bayonne,New Jersey,39.7,66303,2.62,NJ,49.32657647466933,50.673423525330676,,10.815498544560578,11.433871770508125,29.44813960152632,62.48736859568949,33.02867140250064,3.3558059213006954
Beaumont,Texas,31.6,118110,2.47,TX,48.536110405554155,51.463889594445845,0.7687748708830752,3.4535602404538146,49.113538227076454,15.930065193463724,45.378884091101526,8.903564473795614,6.421132842265685
Beaverton,Oregon,35.6,96577,2.46,OR,49.00235045611274,50.99764954388726,0.9370761154312104,10.911500667860878,3.2098739865599466,15.999668658169133,83.84501485861024,19.604046512109512,4.809633763732566
Bellevue,Washington,37.4,139814,2.43,WA,50.61224197862874,49.38775802137126,1.3939948789105527,37.35176734804812,2.9689444547756305,8.736607206717496,58.91970761154104,39.090505957915525,3.8493999170326285
Bellflower,California,33.4,78434,3.58,CA,49.641737001810434,50.358262998189566,0.9982915572328328,13.723640258051354,16.369176632582807,54.14998597546982,29.75240329448963,31.372874008720714,2.7462580003569883
Bellingham,Washington,30.7,85143,2.44,WA,48.490187097001524,51.509812902998476,2.4147610490586424,9.407702336069908,2.7307001162749733,8.181529896761921,87.12753837661346,10.233372091657564,5.523648450254278
Bend,Oregon,37.3,87017,2.39,OR,48.604295712332075,51.39570428766793,2.089246928761047,3.1327211924106786,0.5343783398646241,9.392417573577577,96.1754599675925,3.4843766160635283,7.12389533079743
Berkeley,California,32.5,120971,2.35,CA,49.716047647783356,50.283952352216644,1.5441717436410378,22.39297021600218,9.303882748757967,12.754296484281356,68.56932653280539,20.666110059435734,3.088343487282076
Bethlehem,Pennsylvania,35.1,74367,2.46,PA,48.22165745559186,51.77834254440814,,5.054661341724152,10.51676146677962,31.47767154786397,86.76697997767828,8.464776043137414,6.325386260034692
Billings,Montana,36.3,110270,2.4,MT,47.796318128230716,52.203681871769284,5.5010428947129775,1.6985580847011883,1.9951029291738465,6.825065747710164,92.97361022943683,2.907409086786977,8.271515371361204
Birmingham,Alabama,35.6,214911,2.21,AL,47.5182750068633,52.481724993136694,0.6137424329140899,0.6979633429652274,73.51182582557429,4.159861524072755,24.06949853660352,3.8425208574712317,6.147661124837724
Bismarck,North Dakota,38.0,70240,2.11,ND,49.366457858769934,50.633542141230066,5.7517084282460145,1.3240318906605923,2.4202733485193617,2.3732915717539864,92.13980637813214,2.9384965831435084,5.901195899772209
Bk,California,37.0,105314,2.52,CA,47.86163283134246,52.13836716865754,1.556298307917276,13.897487513530965,4.490381145906528,20.97441935545132,75.56640142811024,30.79837438517196,3.843743471903071
Bloomington,Illinois,35.1,78295,2.34,IL,48.49862698767482,51.50137301232518,0.232454179704962,8.364518807075804,14.355961427932815,4.420461076697106,77.46599399706238,9.307107733571748,4.965834344466441
Bloomington,Indiana,23.5,83815,2.33,IN,48.425699457137746,51.574300542862254,1.0881107200381794,11.693610928831356,6.1242021117938314,4.346477360854261,84.94899480999821,11.970411024279663,2.825269939748255
Bloomington,Minnesota,40.9,86436,2.3,MN,50.11569253551761,49.88430746448239,2.0188347447822665,5.424822990420658,6.742560969966218,9.279698273867373,83.15285297792586,12.41149521032903,7.145170993567495
Boca Raton,Florida,47.3,93226,2.22,FL,48.012357067770786,51.987642932229214,0.59640014588205,2.675219359406174,4.8559414755540296,15.805676528007211,86.65071975629118,22.65140626005621,4.684315534293009
Boise,Idaho,34.9,218280,2.61,ID,50.43934396188382,49.56065603811618,1.853582554517134,4.4923950888766715,2.021715228147334,8.924317390507605,93.8762140370167,6.143027304379697,7.3318673263698
Bolingbrook,Illinois,33.7,72096,3.42,IL,50.34259875721261,49.65740124278739,0.44801375943186855,13.576342654238793,17.57517754105637,23.44651575676875,56.116844207723034,21.09964491788726,4.093153573013758
Bossier City,Louisiana,32.7,68097,2.4,LA,49.08879980028489,50.91120019971511,0.925150887704304,3.193973302788669,28.664992584107967,8.20741001806247,69.6858892462223,4.376110548188613,11.90654507540714
Boston,Massachusetts,31.8,669469,2.38,MA,48.12007725525753,51.87992274474248,0.8334963978914632,10.452463071479038,28.283161729669338,19.516362968262907,56.543768270076725,28.39907449037969,2.7409782977255106
Boulder,Colorado,29.0,107342,2.24,CO,52.4883083974586,47.51169160254141,0.7145385776303778,8.172010955637122,1.5045369007471447,9.125039593076336,91.52335525702894,12.10430213709452,3.7832348940768767
Boynton Beach,Florida,45.8,73972,2.45,FL,45.55913048180393,54.44086951819608,,2.857838100903044,27.870004866706317,16.969934569837235,67.19299194289732,20.860595901151786,6.390255772454443
Brandon,Florida,36.1,113968,2.64,FL,48.854941738031734,51.14505826196826,1.6855608591885438,8.283026814544431,20.597887126210868,23.009967710234452,70.90674575319387,14.381229818896532,8.262845711076794
Brentwood,New York,34.2,63792,4.98,NY,49.214635063957864,50.785364936042136,6.649736644093302,2.5818284424379234,13.511098570353651,62.87779031853524,72.6533107599699,42.41597692500628,2.338851266616504
Bridgeport,Connecticut,34.1,147619,2.86,CT,48.44159627148266,51.558403728517334,1.7118392618836331,5.789227673944411,36.42485045962919,39.99214193294901,46.069272925571916,30.12823552523727,3.1472913378359157
Brockton,Massachusetts,35.2,95314,2.88,MA,48.5479572780494,51.452042721950605,0.9243133222821412,2.6522861279560193,45.791803932266,11.425393961013071,42.081960677340156,28.65581131837925,3.1852613467066746
Broken Arrow,Oklahoma,36.8,107595,2.77,OK,48.45578326130397,51.54421673869604,11.11854640085506,3.909103582880245,6.6899019471165015,8.542218504577349,87.7048189971653,6.361819787164831,6.317208048701148
Brooklyn Park,Minnesota,35.1,79150,2.85,MN,47.814276689829434,52.185723310170566,1.481996209728364,18.247631080227414,28.490208464939986,5.228048010107392,52.76058117498421,22.09728363866077,4.429564118761845
Broomfield,Colorado,36.8,65065,2.53,CO,48.80504111273342,51.1949588872666,0.9236916929224622,7.981249519711058,1.7736110043802351,12.395297010681624,89.66571889648813,8.170291247214324,6.0954430185199415
Brownsville,Texas,30.6,183888,3.48,TX,47.68609153397721,52.313908466022795,0.6335378056208126,0.8641129383102759,0.6737796919864265,92.4698729661533,94.98716610110505,28.9855781780214,2.2899808579135126
Bryan,Texas,29.4,82106,2.55,TX,50.862299953718356,49.137700046281644,4.332204710983364,3.2738167734392127,14.510510803108176,36.10820159306263,72.7620393150318,14.632304581881955,4.387011911431564
Buena Park,California,35.7,83264,3.55,CA,49.95316102997694,50.04683897002305,0.4335607225211375,29.573405073020748,1.082100307455803,39.5308897002306,58.14277478862413,34.14440814757879,3.742313604919293
Buffalo,New York,33.1,258066,2.27,NY,48.257810017592405,51.742189982407595,1.7073151829376982,5.625692652267249,39.23569939472848,11.491633923104944,50.404935171622775,9.544070121596803,4.351987476072011
Caguas,Puerto Rico,40.4,77008,,PR,45.11609183461458,54.88390816538542,0.8103054228132142,,,99.1442447537918,,,
Camarillo,California,40.8,67623,2.77,CA,47.233929284415076,52.766070715584924,1.097259808053473,10.644307410200673,1.8026411132307056,23.935643198320093,88.28652973100868,14.39598953018943,6.483001345695992
Cambridge,Massachusetts,31.5,110402,2.06,MA,50.199271752323334,49.800728247676666,0.8206373072951576,16.703501748156732,10.760674625459682,8.544229271208854,72.96154055180159,25.14175467835728,2.2599228274850094
Camden,New Jersey,27.9,76131,3.0,NJ,47.86092393374579,52.13907606625421,,2.2146037750719154,46.28469348885474,54.47583770080521,26.148349555371666,14.865166620693278,1.8717736533081135
Canton,Ohio,33.4,71895,2.32,OH,47.953265178385145,52.046734821614855,0.4979483969678002,,29.700257319702345,5.003129563947423,74.51283121218444,3.0655817511648933,4.7346825231239995
Cape Coral,Florida,45.0,175230,2.85,FL,48.86492039034412,51.13507960965588,0.5935056782514411,1.8912286708896882,4.172230782400273,18.841522570336128,93.24659019574274,13.801860412029905,8.244022142327228
Carlsbad,California,42.1,113466,2.68,CA,48.577547459150765,51.422452540849235,1.3334390918865564,10.530026615902562,0.7720374385278409,11.429855639574852,86.99081663229514,15.589692066345865,5.315248620732202
Carmel,Indiana,39.9,89029,2.71,IN,48.217996383200976,51.782003616799024,,12.606004784957713,2.4385312650933963,3.4943670040099297,86.68860708308529,10.833548618989317,3.058553954329488
Carmichael,California,41.0,63215,2.39,CA,46.31970260223049,53.68029739776953,4.117693585383217,6.651902238392786,7.395396662184608,14.697461045637903,88.36826702523135,11.671280550502255,6.683540298979674
Carolina,Puerto Rico,42.0,142066,,PR,45.58303886925796,54.416961130742045,8.547435698900511,,,98.52251770303944,,,
Carrollton,Texas,36.9,133146,2.78,TX,50.26662460757364,49.73337539242636,0.6098568488726661,13.861475372898926,8.203776305709521,35.186937647394586,77.31963408589067,26.532528202123984,4.296035930482328
Carson,California,40.4,93296,3.7,CA,46.93663179557537,53.06336820442464,2.2712656491167897,33.98430800891785,21.380337849425484,35.30483622020237,30.87056251071857,36.293088664037036,4.580046304235982
Cary,North Carolina,39.9,160514,2.61,NC,49.17452683255043,50.82547316744957,1.0914935768842593,15.6522172520777,9.653986568149818,6.433706717171089,74.64395629041705,18.694942497227657,4.626387729419241
Casas Adobes,Arizona,44.8,65265,2.24,AZ,47.33011568221865,52.66988431778136,3.136443729410864,4.6104343829004835,2.8407262698230293,20.85191143798361,90.33325672259251,10.762276871217344,10.114150003830536
Cedar Park,Texas,34.4,64837,3.05,TX,48.1947036414393,51.8052963585607,0.3377701004056326,8.720329441522587,5.65572127026235,18.3105325662816,87.8988848959699,8.030908277680954,4.7657973070931705
Cedar Rapids,Iowa,36.2,130405,2.32,IA,48.394616770829344,51.605383229170656,0.9531843104175453,4.14554656646601,9.141520647214447,4.085732909014225,89.6062267551091,4.144012882941605,5.9990031057091375
Centennial,Colorado,42.4,109726,2.66,CO,48.50445655541986,51.49554344458014,1.1109490913730564,6.416892987988263,3.6500009113610266,7.3692652607403915,89.47195742121285,8.65884111331863,6.585494777901317
Centreville,Virginia,36.0,71782,2.97,VA,48.40907191217853,51.59092808782147,0.494552951993536,34.90847287620852,9.367250842829678,13.391936697222144,54.510880164943856,38.724192694547384,5.264551001643866
Champaign,Illinois,28.7,86086,2.25,IL,50.328741026415436,49.671258973584564,,13.644495039843873,18.77541063587575,4.663940710452338,67.48948725692911,14.24273401017587,4.337522942174107
Chandler,Arizona,35.6,260833,2.78,AZ,49.41284270011847,50.58715729988153,2.5307380584511927,12.68206093554113,6.196685235380492,21.914021615363087,79.74182714610498,14.845130792499413,6.084352823454088
Charleston,South Carolina,35.0,135524,2.4,SC,47.19164133290046,52.80835866709954,0.4670759422685281,2.0461320504117357,22.13482482807473,2.8991174994834865,76.75098137599244,4.255334848440128,6.912428794899798
Charlotte,North Carolina,34.3,827121,2.52,NC,47.95501504616615,52.04498495383385,1.0574027258405965,6.697810840251909,36.459961722650014,13.750225178661887,54.01809408780578,15.58381421823409,4.35800807862453
Chattanooga,Tennessee,36.6,176597,2.4,TN,47.362072968396966,52.637927031603034,0.6183570502330163,2.605933283124855,33.92922869584421,6.18243798026014,64.63303453626052,6.001800710091338,5.663176611154209
Cheektowaga,New York,40.7,76075,2.3,NY,49.26191258626356,50.73808741373646,,2.082155767334867,13.88366743345383,2.6210976010515945,83.52415379559646,4.642786723627999,7.108774235951363
Chesapeake,Virginia,36.7,235429,2.73,VA,48.83170722383393,51.16829277616607,0.8864668328880468,4.822685395596974,31.368268140288578,5.504419591469191,63.88932544418912,5.932149395359111,12.645850766048365
Chicago,Illinois,34.2,2720556,2.53,IL,48.52004516723788,51.47995483276214,0.8572879955420877,7.170740098715116,32.10064413303751,28.881044904056374,50.52404729033329,21.078889756358627,2.6480616462223163
Chico,California,29.9,90336,2.5,CA,51.10697839178179,48.89302160821821,3.0619022316684377,6.753675168260716,3.5024796315975912,17.244509387176766,89.07523025150549,9.3262929507616,5.002435352461919
Chino,California,36.5,85599,3.62,CA,59.56728466454047,40.432715335459534,5.595859764716876,15.126344933936146,7.961541606794472,53.14898538534329,52.036822860080136,21.806329513195248,4.8902440449070665
Chino Hills,California,41.9,78313,3.05,CA,50.61611737514844,49.38388262485155,2.263991929820081,35.92251605735957,4.4769067715449555,28.780662214447155,51.115395911279094,31.621825239743085,4.287921545592686
Chula Vista,California,34.6,265754,3.32,CA,49.47620731955117,50.52379268044883,0.621627520187843,18.25221821684716,5.885518185991557,58.89732609857237,69.14402040985273,31.122767672358645,4.653928068815522
Cicero,Illinois,28.5,83867,3.89,IL,51.45408802031789,48.545911979682124,1.149438992690808,1.4224903716598898,3.4161231473642792,91.126426365555,36.75343102769862,40.303098954296686,0.7499970190897493
Cincinnati,Ohio,32.7,298537,2.08,OH,48.11932859243578,51.88067140756422,1.126158566609834,2.5568020044416606,44.694627466612175,3.0552326847258464,54.34669739429283,5.659599982581724,4.588710947051789
Citrus Heights,California,37.8,87053,2.49,CA,48.225793482131564,51.774206517868436,1.7391703904517937,4.152642642987605,6.868229699148793,16.841464395253468,89.05494354014222,10.873835479535458,7.0887849930502105
Clarksville,Tennessee,29.7,149190,2.64,TN,50.29090421610027,49.70909578389973,1.5671291641530931,4.254976875125679,26.43943964072659,10.727260540250684,70.12936523895705,5.503720088477781,13.943964072659028
Clearwater,Florida,47.0,112979,2.4,FL,48.880765451986655,51.11923454801335,0.7673992511882739,2.154382672886112,10.948052292903993,15.233804512343006,86.02926207525292,15.654236628045918,9.409713309553103
Cleveland,Ohio,36.0,388059,2.24,OH,48.0432099242641,51.9567900757359,1.58223362942233,2.6032123981147195,52.92880721745921,10.463099683295583,43.02387008161131,4.852354925410827,5.114943861629288
Clifton,New Jersey,38.5,86341,3.11,NJ,48.56557139713462,51.43442860286538,2.7993653073279208,6.763878111210202,10.126127795601162,38.424387023546174,59.66574396868232,32.40523042355312,3.0147901923767386
Clovis,California,37.8,104172,2.76,CA,50.29374496025804,49.70625503974196,1.8008677955688668,13.678339669008947,3.2964712206735016,22.793072994662676,74.90400491494836,12.871980954575125,5.925776600238067
College Station,Texas,22.9,107899,2.52,TX,50.162652109843464,49.837347890156536,0.56070955245183,10.115941760349957,10.48758561247092,16.48208046413776,78.67728153180289,14.963067312950075,2.290104634890036
Colorado Springs,Colorado,34.8,456562,2.48,CO,49.40051953513432,50.59948046486566,2.4412894634244635,4.954201181876723,8.536847131386317,17.239936744626142,82.11371073370103,7.736079656213175,10.79612407515299
Columbia,Maryland,37.9,103467,2.68,MD,50.45280137628423,49.54719862371578,0.47164796505165896,17.223849149970523,29.06723882977181,7.7638280804507716,56.388027100428154,22.46996626943857,6.307325040834277
Columbia,Missouri,26.8,119098,2.37,MO,47.476867789551456,52.523132210448544,1.4383113066550235,7.282238156812038,13.00525617558649,4.161278946749736,80.66214378075198,9.008547582663015,3.8187039244991516
Columbia,South Carolina,28.0,133393,2.32,SC,50.741793047611196,49.258206952388804,1.0645236256775092,2.624575502462648,42.279579888000114,5.656218842068174,54.89943250395448,4.55346232560929,4.279085109413538
Columbus,Georgia,33.7,200579,2.62,GA,49.24992147732315,50.75007852267686,0.6695616191126688,3.509340459370124,47.545356193818904,7.568090378354664,48.57736851813997,5.1730240952442665,10.842112085512442
Columbus,Ohio,32.5,849067,2.4,OH,48.75716521782145,51.24283478217856,1.353956754885068,5.7679782631994865,30.240723052479964,5.5184102079105655,64.71432760901084,11.91060305017154,4.739084194769082
Compton,California,30.1,98448,4.08,CA,50.040630586705674,49.959369413294326,0.3026978709572566,1.7593044043555988,26.811108402405328,68.5874776531773,54.76901511457826,31.143344709897608,0.9111409068746954
Concord,California,39.6,128668,2.72,CA,48.42695930612118,51.57304069387882,1.1245997450803622,13.564367208629964,4.779743215096217,32.17583237479404,71.94873628252556,29.08881773245873,4.886218795660148
Concord,North Carolina,35.7,87693,2.72,NC,48.72908898087646,51.27091101912354,0.24631384489069824,4.066459124445509,21.69728484599683,12.887003523656393,68.9906834068854,10.088604563648182,5.26951980203665
Conroe,Texas,31.5,68592,2.65,TX,50.890774434336365,49.10922556566364,1.030732446932587,3.35607651038022,9.786855609983672,34.78977140191276,83.79986004198742,20.175822253324004,7.101411243293679
Coral Springs,Florida,37.2,129502,3.17,FL,48.891909005266335,51.108090994733665,0.974502324288428,5.075597288072771,21.02284134607959,31.518432147766056,70.18887739185496,29.769424410433807,3.647820110886318
Corona,California,37.1,164242,2.97,CA,48.555789627500886,51.444210372499114,1.3808891757284982,12.812800623470244,5.745789749272414,41.762764700868225,72.69943132694439,25.6517821263745,4.69368371062213
Corpus Christi,Texas,35.0,324082,2.69,TX,49.520800291284296,50.479199708715704,0.9170518572460056,2.7928116958053826,4.6216698243037255,61.9401879771169,90.30523139205508,9.51425873698632,7.738165032306639
Costa Mesa,California,34.8,113186,2.59,CA,52.212287738766285,47.78771226123372,1.7325464280034633,8.097291184422103,2.584241867368756,33.78421359532098,77.14735037902214,23.54089728411641,3.6179386143162584
Cranston,Rhode Island,39.9,81077,2.56,RI,47.31921506715838,52.68078493284162,1.034818752543878,7.373237786301909,10.10520862883432,12.849513425509086,79.93142321496848,13.11222664874132,5.7994252377369655
Dale City,Virginia,33.4,71399,3.65,VA,50.3984649644953,49.6015350355047,0.7675177523494727,12.956764100337539,25.314080029132064,33.42903962240368,48.51608565946302,31.24133391223967,8.522528326727265
Dallas,Texas,32.6,1300082,2.59,TX,49.152207322307355,50.847792677692645,1.3468381225184258,3.6227714867216068,24.81151188925007,42.3024086173026,64.54739008770215,25.138798937297803,3.155647105336433
Daly City,California,39.7,106574,3.26,CA,50.49730703548708,49.50269296451293,0.8379154390376641,58.09859815714903,5.067840186161728,22.81607146208269,23.94767954660611,53.14617073582675,3.548707940022896
Danbury,Connecticut,37.3,84662,2.74,CT,51.30400888237935,48.69599111762066,1.2827478679927242,8.681580874536392,9.985589756915736,29.70045593064184,66.04734119203421,30.32647468758121,4.431740332144291
Davenport,Iowa,35.2,102577,2.39,IA,48.86378037961726,51.13621962038274,0.8783645456583835,2.993848523548164,12.440410618364739,8.901605623092896,85.9305692309192,3.962876668258966,6.911880830985504
Davie,Florida,40.8,100894,2.72,FL,48.322001308303754,51.677998691696246,0.4598885959521874,4.540408745812436,10.907487065633239,34.99811683549071,79.12462584494618,26.29690566336948,4.613753047753087
Davis,California,26.3,67656,2.69,CA,49.50484805486579,50.49515194513421,1.1514130306255173,26.333215088092704,3.0758543218635452,13.363190256592171,70.9427101809152,20.688482913562726,3.2162705451105587
Dayton,Ohio,32.8,140597,2.26,OH,47.39148061480686,52.60851938519314,1.429617986159022,1.3407113949799785,40.74055634188496,3.517144747042967,61.179114774852955,5.249756395940169,6.020754354644836
Dearborn,Michigan,33.5,95180,3.04,MI,48.835889892834636,51.164110107165364,0.749106955242698,4.343349443160328,3.886320655599916,3.7119142677032992,93.23597394410594,25.13133011136793,3.3231771380542128
Decatur,Illinois,40.4,72856,2.23,IL,47.55407927967498,52.44592072032502,0.3637311957834633,1.843362248819589,24.622543098715273,2.3457230701658065,77.18101460415066,1.6800263533545623,7.262270780718128
Deerfield Beach,Florida,41.4,79769,2.46,FL,46.57824468151789,53.42175531848211,0.8750266394213291,1.7901691133146964,31.771740901854105,15.957326781080367,66.48823477792125,29.638079955872577,4.866552169389111
Delray Beach,Florida,47.9,66261,2.35,FL,48.62437934833462,51.37562065166538,,2.5595750139599462,31.90111830488523,9.654246087442084,61.84633494815955,25.11130227433935,6.386864067852884
Deltona,Florida,39.9,88474,2.89,FL,50.69624974568799,49.303750254312,0.7358093903293622,1.4603160250469065,13.626602165607974,35.44205077197821,85.54603612360694,8.022695933268531,6.401880778533807
Denton,Texas,28.7,131047,2.66,TX,47.67602463238379,52.323975367616185,1.4170488450708525,5.388143185269407,11.859867070592992,22.396544751119823,81.09914763405496,14.079681335703983,4.847115920242357
